SAL_FROM,SAL_END,SAL_AMOUNT,EMP_ID
10/13/1997,10/11/1998,32850,83683
10/12/1996,10/12/1997,31290,83683
10/12/1995,10/11/1996,30380,83683
10/13/1994,10/12/1995,28930,83683
10/14/1993,10/12/1994,27550,83683
10/13/1992,10/13/1993,26750,83683
10/13/1991,10/12/1992,25480,83683
10/14/1990,10/13/1991,24270,83683
11/25/2013,  ,37000,84042
11/24/2012,11/24/2013,35240,84042
11/24/2011,11/23/2012,33560,84042
11/25/2010,11/24/2011,31070,84042
11/26/2009,11/24/2010,30170,84042
11/25/2008,11/25/2009,28730,84042
11/25/2007,11/24/2008,27890,84042
11/26/2006,11/25/2007,26560,84042
11/27/2005,11/25/2006,25300,84042
11/26/2004,11/26/2005,24560,84042
11/26/2003,11/25/2004,23840,84042
11/27/2002,11/26/2003,23150,84042
11/28/2001,11/26/2002,22480,84042
11/27/2000,11/27/2001,21410,84042
11/27/1999,11/26/2000,20790,84042
11/28/1998,11/27/1999,19800,84042
11/29/1997,11/27/1998,19220,84042
11/28/1996,11/28/1997,17470,84042
11/28/1995,11/27/1996,16960,84042
11/29/1994,11/28/1995,16150,84042
11/30/1993,11/28/1994,15680,84042
11/29/1992,11/29/1993,15220,84042
11/29/1991,11/28/1992,14780,84042
11/30/1990,11/29/1991,14080,84042
2/18/2013,  ,60060,84052
2/18/2012,2/17/2013,57200,84052
2/19/2011,2/18/2012,54480,84052
2/20/2010,2/18/2011,49530,84052
2/19/2009,2/19/2010,48090,84052
2/19/2008,2/18/2009,46690,84052
2/20/2007,2/19/2008,45330,84052
2/21/2006,2/19/2007,44010,84052
2/20/2005,2/20/2006,42730,84052
2/20/2004,2/19/2005,41490,84052
2/21/2003,2/20/2004,40280,84052
2/22/2002,2/20/2003,39110,84052
2/21/2001,2/21/2002,37250,84052
2/21/2000,2/20/2001,36170,84052
2/22/1999,2/21/2000,35120,84052
2/23/1998,2/21/1999,34100,84052
2/22/1997,2/22/1998,32480,84052
2/22/1996,2/21/1997,31530,84052
2/23/1995,2/22/1996,30610,84052
2/24/1994,2/22/1995,29150,84052
2/23/1993,2/23/1994,28300,84052
2/23/1992,2/22/1993,27480,84052
2/24/1991,2/23/1992,26170,84052
2/25/1990,2/23/1991,24920,84052
2/24/1989,2/24/1990,24190,84052
2/24/1988,2/23/1989,22400,84052
2/25/1987,2/24/1988,21330,84052
2/26/1986,2/24/1987,20310,84052
11/14/2013,  ,123000,83509
11/13/2012,11/13/2013,119420,83509
11/13/2011,11/12/2012,113730,83509
11/14/2010,11/13/2011,110420,83509
11/15/2009,11/13/2010,105160,83509
11/14/2008,11/14/2009,100150,83509
11/14/2007,11/13/2008,95380,83509
11/15/2006,11/14/2007,90840,83509
11/16/2005,11/14/2006,88190,83509
11/15/2004,11/15/2005,83990,83509
11/15/2003,11/14/2004,79990,83509
11/16/2002,11/15/2003,74060,83509
11/17/2001,11/15/2002,71900,83509
11/16/2000,11/16/2001,68480,83509
11/16/1999,11/15/2000,65220,83509
11/17/1998,11/16/1999,63320,83509
11/18/1997,11/16/1998,61480,83509
11/17/1996,11/17/1997,55890,83509
11/17/1995,11/16/1996,53230,83509
11/18/1994,11/17/1995,51680,83509
12/29/2012,12/29/2013,47570,84052
12/29/2011,12/28/2012,45300,84052
12/30/2010,12/29/2011,41940,84052
12/31/2009,12/29/2010,40720,84052
12/30/2008,12/30/2009,38780,84052
12/30/2007,12/29/2008,35910,84052
12/31/2006,12/30/2007,34860,84052
1/1/2006,12/30/2006,33840,84052
12/31/2004,12/31/2005,31330,84052
12/31/2003,12/30/2004,29840,84052
1/1/2003,12/31/2003,28970,84052
1/2/2002,12/31/2002,28130,84052
1/1/2001,1/1/2002,26050,84052
1/1/2000,12/31/2000,24810,84052
1/2/1999,1/1/2000,24090,84052
12/30/2013,  ,49000,84052
9/8/2013,  ,63900,83683
9/7/2012,9/7/2013,62040,83683
9/7/2011,9/6/2012,60230,83683
9/8/2010,9/7/2011,57360,83683
9/9/2009,9/7/2010,54630,83683
9/8/2008,9/8/2009,49660,83683
9/8/2007,9/7/2008,48210,83683
9/9/2006,9/8/2007,45910,83683
9/10/2005,9/8/2006,42510,83683
9/9/2004,9/9/2005,40490,83683
9/9/2003,9/8/2004,39310,83683
9/10/2002,9/9/2003,37440,83683
9/11/2001,9/9/2002,36350,83683
9/10/2000,9/10/2001,33050,83683
9/10/1999,9/9/2000,32090,83683
9/11/1998,9/10/1999,31160,83683
9/12/1997,9/10/1998,30250,83683
9/11/1996,9/11/1997,28810,83683
9/11/1995,9/10/1996,27440,83683
9/12/1994,9/11/1995,26130,83683
9/13/1993,9/11/1994,24190,83683
9/12/1992,9/12/1993,23490,83683
9/12/1991,9/11/1992,22810,83683
9/13/1990,9/12/1991,21720,83683
9/14/1989,9/12/1990,20690,83683
4/2/2012,4/2/2013,60120,83746
4/2/2011,4/1/2012,57260,83746
4/3/2010,4/2/2011,55590,83746
4/4/2009,4/2/2010,52940,83746
4/3/2008,4/3/2009,51400,83746
4/3/2007,4/2/2008,48950,83746
4/4/2006,4/3/2007,47520,83746
4/5/2005,4/3/2006,45260,83746
4/4/2004,4/4/2005,43940,83746
4/4/2003,4/3/2004,42660,83746
4/3/2013,  ,61920,83746
11/10/2012,11/10/2013,91840,84583
11/10/2011,11/9/2012,89170,84583
11/11/2010,11/10/2011,86570,84583
11/12/2009,11/10/2010,84050,84583
11/11/2008,11/11/2009,81600,84583
11/11/2007,11/10/2008,77710,84583
11/12/2006,11/11/2007,75450,84583
11/13/2005,11/11/2006,73250,84583
11/12/2004,11/12/2005,71120,84583
11/12/2003,11/11/2004,67730,84583
11/13/2002,11/12/2003,65760,84583
11/14/2001,11/12/2002,62630,84583
11/13/2000,11/13/2001,60810,84583
11/13/1999,11/12/2000,57910,84583
11/14/1998,11/13/1999,56220,84583
11/15/1997,11/13/1998,52060,84583
11/14/1996,11/14/1997,50540,84583
11/14/1995,11/13/1996,49070,84583
11/15/1994,11/14/1995,44610,84583
11/16/1993,11/14/1994,42490,84583
11/15/1992,11/15/1993,41250,84583
11/15/1991,11/14/1992,38190,84583
11/16/1990,11/15/1991,37080,84583
11/17/1989,11/15/1990,36000,84583
11/16/1988,11/16/1989,34290,84583
11/16/1987,11/15/1988,31170,84583
11/17/1986,11/16/1987,30260,84583
11/18/1985,11/16/1986,28020,84583
11/17/1984,11/17/1985,26690,84583
11/17/1983,11/16/1984,24710,84583
11/18/1982,11/17/1983,23990,84583
11/19/1981,11/17/1982,22850,84583
11/18/1980,11/18/1981,21760,84583
11/18/1979,11/17/1980,21130,84583
11/11/2013,  ,94600,84583
10/4/2013,  ,30000,84001
10/3/2012,10/3/2013,29130,84001
10/3/2011,10/2/2012,28280,84001
10/4/2010,10/3/2011,27460,84001
10/5/2009,10/3/2010,26660,84001
10/4/2008,10/4/2009,25390,84001
10/4/2007,10/3/2008,24650,84001
10/5/2006,10/4/2007,22410,84001
10/6/2005,10/4/2006,21340,84001
10/5/2004,10/5/2005,19400,84001
10/5/2003,10/4/2004,18830,84001
10/6/2002,10/5/2003,18280,84001
10/7/2001,10/5/2002,17410,84001
10/6/2000,10/6/2001,16900,84001
10/6/1999,10/5/2000,16100,84001
10/7/1998,10/6/1999,15330,84001
3/5/2013,  ,50700,84583
3/4/2012,3/4/2013,48290,84583
3/4/2011,3/3/2012,46880,84583
3/5/2010,3/4/2011,42620,84583
3/6/2009,3/4/2010,40590,84583
3/5/2008,3/5/2009,37580,84583
3/5/2007,3/4/2008,36490,84583
3/6/2006,3/5/2007,34750,84583
3/7/2005,3/5/2006,33100,84583
3/6/2004,3/6/2005,31520,84583
3/6/2003,3/5/2004,30600,84583
3/7/2002,3/6/2003,28330,84583
3/8/2001,3/6/2002,27500,84583
3/7/2000,3/7/2001,26700,84583
3/7/1999,3/6/2000,25430,84583
3/8/1998,3/7/1999,24690,84583
3/9/1997,3/7/1998,23510,84583
3/8/1996,3/8/1997,22390,84583
3/8/1995,3/7/1996,20350,84583
3/9/1994,3/8/1995,19760,84583
3/10/1993,3/8/1994,19180,84583
3/9/1992,3/9/1993,18270,84583
3/9/1991,3/8/1992,16610,84583
3/10/1990,3/9/1991,15100,84583
12/25/2012,12/25/2013,41610,84052
12/25/2011,12/24/2012,40400,84052
12/26/2010,12/25/2011,39220,84052
12/27/2009,12/25/2010,38080,84052
12/26/2008,12/26/2009,36970,84052
12/26/2007,12/25/2008,35210,84052
12/27/2006,12/26/2007,33530,84052
12/28/2005,12/26/2006,32550,84052
12/27/2004,12/27/2005,31600,84052
12/27/2003,12/26/2004,30680,84052
12/28/2002,12/27/2003,29790,84052
12/29/2001,12/27/2002,28920,84052
12/28/2000,12/28/2001,28080,84052
12/28/1999,12/27/2000,27260,84052
12/29/1998,12/28/1999,26470,84052
12/30/1997,12/28/1998,25700,84052
12/29/1996,12/29/1997,24950,84052
12/29/1995,12/28/1996,24220,84052
12/26/2013,  ,44940,84052
1/28/2014,  ,32200,84001
1/27/2013,1/27/2014,31260,84001
1/27/2012,1/26/2013,30350,84001
1/28/2011,1/27/2012,29470,84001
1/29/2010,1/27/2011,27290,84001
1/28/2009,1/28/2010,25990,84001
1/28/2008,1/27/2009,25230,84001
1/29/2007,1/28/2008,23360,84001
1/30/2006,1/28/2007,22250,84001
1/29/2005,1/29/2006,21600,84001
1/29/2004,1/28/2005,20570,84001
1/30/2003,1/29/2004,19970,84001
1/31/2002,1/29/2003,19390,84001
1/30/2001,1/30/2002,18830,84001
1/30/2000,1/29/2001,17930,84001
1/31/1999,1/30/2000,17410,84001
2/1/1998,1/30/1999,15830,84001
1/31/1997,1/31/1998,15370,84001
1/31/1996,1/30/1997,14640,84001
2/1/1995,1/31/1996,13310,84001
2/2/1994,1/31/1995,12920,84001
2/1/1993,2/1/1994,12540,84001
2/1/1992,1/31/1993,11400,84001
2/2/1991,2/1/1992,11070,84001
2/3/1990,2/1/1991,10540,84001
2/2/1989,2/2/1990,10230,84001
2/2/1988,2/1/1989,9300,84001
2/3/1987,2/2/1988,9030,84001
2/4/1986,2/2/1987,8770,84001
2/3/1985,2/3/1986,8510,84001
2/3/1984,2/2/1985,8100,84001
2/4/1983,2/3/1984,7860,84001
2/5/1982,2/3/1983,7630,84001
2/4/1981,2/4/1982,7060,84001
2/4/1980,2/3/1981,6720,84001
2/5/1979,2/4/1980,6400,84001
4/10/2013,  ,120000,83509
4/9/2012,4/9/2013,116500,83509
4/9/2011,4/8/2012,110950,83509
4/10/2010,4/9/2011,107720,83509
4/11/2009,4/9/2010,104580,83509
4/10/2008,4/10/2009,99600,83509
4/10/2007,4/9/2008,90550,83509
4/11/2006,4/10/2007,87910,83509
4/12/2005,4/10/2006,85350,83509
4/11/2004,4/11/2005,79030,83509
4/11/2003,4/10/2004,75270,83509
4/12/2002,4/11/2003,73080,83509
4/13/2001,4/11/2002,70950,83509
4/12/2000,4/12/2001,67570,83509
4/12/1999,4/11/2000,64350,83509
4/13/1998,4/12/1999,59580,83509
4/14/1997,4/12/1998,57840,83509
4/13/1996,4/13/1997,53560,83509
4/13/1995,4/12/1996,51010,83509
8/24/2013,  ,91540,83683
8/23/2012,8/23/2013,87180,83683
8/23/2011,8/22/2012,83030,83683
8/24/2010,8/23/2011,79080,83683
8/25/2009,8/23/2010,76780,83683
8/24/2008,8/24/2009,71090,83683
8/24/2007,8/23/2008,69020,83683
8/25/2006,8/24/2007,65730,83683
8/26/2005,8/24/2006,62600,83683
8/25/2004,8/25/2005,57960,83683
8/25/2003,8/24/2004,56270,83683
8/26/2002,8/25/2003,54630,83683
10/14/2013,  ,44250,84052
10/13/2012,10/13/2013,42960,84052
10/13/2011,10/12/2012,40910,84052
10/14/2010,10/13/2011,39720,84052
10/15/2009,10/13/2010,36780,84052
10/14/2008,10/14/2009,35710,84052
10/14/2007,10/13/2008,32460,84052
10/15/2006,10/14/2007,31510,84052
10/16/2005,10/14/2006,30010,84052
10/15/2004,10/15/2005,29140,84052
10/15/2003,10/14/2004,27750,84052
10/16/2002,10/15/2003,26430,84052
10/17/2001,10/15/2002,25170,84052
10/16/2000,10/16/2001,23970,84052
10/16/1999,10/15/2000,22830,84052
10/17/1998,10/16/1999,22170,84052
10/18/1997,10/16/1998,21110,84052
10/17/1996,10/17/1997,19190,84052
10/17/1995,10/16/1996,18280,84052
10/18/1994,10/17/1995,17750,84052
10/19/1993,10/17/1994,16900,84052
10/18/1992,10/18/1993,16410,84052
10/18/1991,10/17/1992,15190,84052
8/18/2013,  ,79200,83746
8/17/2012,8/17/2013,76890,83746
8/17/2011,8/16/2012,74650,83746
8/18/2010,8/17/2011,71100,83746
8/19/2009,8/17/2010,69030,83746
8/18/2008,8/18/2009,67020,83746
8/18/2007,8/17/2008,65070,83746
8/19/2006,8/18/2007,63170,83746
8/20/2005,8/18/2006,61330,83746
8/19/2004,8/19/2005,55750,83746
8/19/2003,8/18/2004,51620,83746
8/20/2002,8/19/2003,49160,83746
8/21/2001,8/19/2002,45520,83746
8/20/2000,8/20/2001,43350,83746
8/20/1999,8/19/2000,39410,83746
8/21/1998,8/20/1999,38260,83746
8/22/1997,8/20/1998,34780,83746
8/21/1996,8/21/1997,33770,83746
8/21/1995,8/20/1996,32160,83746
8/22/1994,8/21/1995,31220,83746
8/23/1993,8/21/1994,30310,83746
8/22/1992,8/22/1993,29430,83746
8/6/2013,  ,64350,83683
10/9/2012,10/9/2013,33740,83759
10/9/2011,10/8/2012,32130,83759
10/10/2010,10/9/2011,29750,83759
10/11/2009,10/9/2010,27550,83759
10/10/2008,10/10/2009,26240,83759
10/10/2007,10/9/2008,24990,83759
10/11/2006,10/10/2007,23800,83759
10/12/2005,10/10/2006,22670,83759
10/11/2004,10/11/2005,21590,83759
10/11/2003,10/10/2004,20560,83759
10/12/2002,10/11/2003,19580,83759
10/13/2001,10/11/2002,18130,83759
10/12/2000,10/12/2001,17600,83759
10/12/1999,10/11/2000,16760,83759
10/13/1998,10/12/1999,15960,83759
10/14/1997,10/12/1998,15500,83759
10/13/1996,10/13/1997,14760,83759
10/13/1995,10/12/1996,14060,83759
10/14/1994,10/13/1995,13650,83759
10/15/1993,10/13/1994,13250,83759
10/14/1992,10/14/1993,12620,83759
10/14/1991,10/13/1992,11690,83759
10/15/1990,10/14/1991,10630,83759
10/16/1989,10/14/1990,10120,83759
10/15/1988,10/15/1989,9830,83759
10/15/1987,10/14/1988,9540,83759
10/16/1986,10/15/1987,8830,83759
10/10/2013,  ,34750,83759
8/29/2013,  ,147000,83509
8/28/2012,8/28/2013,140000,83509
8/28/2011,8/27/2012,135920,83509
8/29/2010,8/28/2011,131960,83509
8/30/2009,8/28/2010,125680,83509
8/29/2008,8/29/2009,119700,83509
8/29/2007,8/28/2008,114000,83509
8/30/2006,8/29/2007,110680,83509
8/31/2005,8/29/2006,105410,83509
8/30/2004,8/30/2005,102340,83509
8/30/2003,8/29/2004,99360,83509
8/31/2002,8/30/2003,94630,83509
9/1/2001,8/30/2002,90120,83509
8/31/2000,8/31/2001,87500,83509
8/31/1999,8/30/2000,81020,83509
9/1/1998,8/31/1999,78660,83509
9/2/1997,8/31/1998,74910,83509
9/1/1996,9/1/1997,72730,83509
9/1/1995,8/31/1996,70610,83509
7/13/2013,  ,38500,84042
7/12/2012,7/12/2013,37380,84042
7/12/2011,7/11/2012,36290,84042
7/13/2010,7/12/2011,35230,84042
7/14/2009,7/12/2010,32620,84042
7/13/2008,7/13/2009,31070,84042
7/13/2007,7/12/2008,28250,84042
7/14/2006,7/13/2007,26900,84042
7/15/2005,7/13/2006,26120,84042
7/14/2004,7/14/2005,24190,84042
7/14/2003,7/13/2004,23040,84042
7/15/2002,7/14/2003,22370,84042
7/16/2001,7/14/2002,21720,84042
7/15/2000,7/15/2001,20690,84042
7/15/1999,7/14/2000,19700,84042
7/16/1998,7/15/1999,19130,84042
7/17/1997,7/15/1998,18570,84042
7/16/1996,7/16/1997,17690,84042
7/16/1995,7/15/1996,16850,84042
7/17/1994,7/16/1995,15320,84042
7/18/1993,7/16/1994,14190,84042
7/17/1992,7/17/1993,13510,84042
7/17/1991,7/16/1992,13120,84042
7/18/1990,7/17/1991,11930,84042
7/19/1989,7/17/1990,11580,84042
7/18/1988,7/18/1989,11030,84042
7/18/1987,7/17/1988,10500,84042
7/19/1986,7/18/1987,10190,84042
7/20/1985,7/18/1986,9700,84042
7/19/1984,7/19/1985,8980,84042
7/19/1983,7/18/1984,8550,84042
7/20/1982,7/19/1983,8140,84042
7/21/1981,7/19/1982,7750,84042
7/20/1980,7/20/1981,7520,84042
7/20/1979,7/19/1980,7300,84042
7/21/1978,7/20/1979,6640,84042
4/10/2013,  ,52160,83759
4/9/2012,4/9/2013,50640,83759
4/9/2011,4/8/2012,49170,83759
4/10/2010,4/9/2011,46830,83759
4/11/2009,4/9/2010,45470,83759
4/10/2008,4/10/2009,44150,83759
4/10/2007,4/9/2008,42050,83759
4/11/2006,4/10/2007,40830,83759
2/6/2013,  ,85920,83746
2/6/2012,2/5/2013,81830,83746
2/7/2011,2/6/2012,79450,83746
2/8/2010,2/6/2011,77140,83746
2/7/2009,2/7/2010,71430,83746
2/7/2008,2/6/2009,69350,83746
2/8/2007,2/7/2008,63050,83746
2/9/2006,2/7/2007,61210,83746
2/8/2005,2/8/2006,59430,83746
2/8/2004,2/7/2005,57700,83746
2/9/2003,2/8/2004,56020,83746
2/10/2002,2/8/2003,53350,83746
2/9/2001,2/9/2002,50810,83746
2/9/2000,2/8/2001,49330,83746
2/10/1999,2/9/2000,47890,83746
2/11/1998,2/9/1999,45610,83746
2/10/1997,2/10/1998,44280,83746
2/10/1996,2/9/1997,42990,83746
2/11/1995,2/10/1996,39080,83746
2/12/1994,2/10/1995,37940,83746
2/11/1993,2/11/1994,36830,83746
2/11/1992,2/10/1993,35080,83746
9/14/2013,  ,34000,84052
9/13/2012,9/13/2013,33010,84052
9/13/2011,9/12/2012,32050,84052
9/14/2010,9/13/2011,31120,84052
9/15/2009,9/13/2010,29640,84052
9/14/2008,9/14/2009,28230,84052
9/14/2007,9/13/2008,26890,84052
9/15/2006,9/14/2007,26110,84052
9/16/2005,9/14/2006,25350,84052
9/15/2004,9/15/2005,23470,84052
9/15/2003,9/14/2004,22350,84052
9/16/2002,9/15/2003,21290,84052
9/17/2001,9/15/2002,20670,84052
9/16/2000,9/16/2001,19690,84052
9/16/1999,9/15/2000,18750,84052
9/17/1998,9/16/1999,17050,84052
9/18/1997,9/16/1998,16240,84052
9/17/1996,9/17/1997,15770,84052
9/17/1995,9/16/1996,15020,84052
6/9/2012,6/9/2013,30480,84001
6/9/2011,6/8/2012,29030,84001
6/10/2010,6/9/2011,27650,84001
6/11/2009,6/9/2010,26330,84001
6/10/2008,6/10/2009,25560,84001
6/10/2007,6/9/2008,24340,84001
6/11/2006,6/10/2007,23630,84001
6/12/2005,6/10/2006,22940,84001
6/11/2004,6/11/2005,21850,84001
6/11/2003,6/10/2004,20810,84001
6/12/2002,6/11/2003,19820,84001
6/10/2013,  ,32000,84001
12/28/2013,  ,41000,84042
12/27/2012,12/27/2013,39050,84042
12/27/2011,12/26/2012,37910,84042
12/28/2010,12/27/2011,36810,84042
12/29/2009,12/27/2010,35060,84042
12/28/2008,12/28/2009,34040,84042
12/28/2007,12/27/2008,33050,84042
12/29/2006,12/28/2007,31480,84042
12/30/2005,12/28/2006,29980,84042
12/29/2004,12/29/2005,29110,84042
12/29/2003,12/28/2004,28260,84042
12/30/2002,12/29/2003,25690,84042
12/31/2001,12/29/2002,24940,84042
12/30/2000,12/30/2001,24210,84042
12/30/1999,12/29/2000,23500,84042
12/31/1998,12/30/1999,22380,84042
1/1/1998,12/30/1998,21730,84042
12/31/1996,12/31/1997,21100,84042
12/31/1995,12/30/1996,20490,84042
1/1/1995,12/31/1995,19890,84042
1/2/1994,12/31/1994,19310,84042
1/1/1993,1/1/1994,18750,84042
1/1/1992,12/31/1992,17360,84042
10/7/2013,  ,43250,84042
10/6/2012,10/6/2013,41990,84042
10/6/2011,10/5/2012,40770,84042
10/7/2010,10/6/2011,38830,84042
10/8/2009,10/6/2010,37700,84042
10/7/2008,10/7/2009,36600,84042
10/7/2007,10/6/2008,34860,84042
10/8/2006,10/7/2007,33840,84042
10/9/2005,10/7/2006,32850,84042
10/8/2004,10/8/2005,31890,84042
10/8/2003,10/7/2004,30960,84042
10/9/2002,10/8/2003,30060,84042
10/10/2001,10/8/2002,28630,84042
12/21/2013,  ,40750,84001
12/20/2012,12/20/2013,37050,84001
12/20/2011,12/19/2012,35970,84001
12/21/2010,12/20/2011,34920,84001
12/22/2009,12/20/2010,33260,84001
12/21/2008,12/21/2009,31680,84001
12/21/2007,12/20/2008,30760,84001
12/22/2006,12/21/2007,29860,84001
12/23/2005,12/21/2006,28990,84001
12/22/2004,12/22/2005,28150,84001
12/22/2003,12/21/2004,27330,84001
12/23/2002,12/22/2003,26530,84001
12/24/2001,12/22/2002,24560,84001
12/23/2000,12/23/2001,23840,84001
12/23/1999,12/22/2000,22700,84001
12/24/1998,12/23/1999,22040,84001
12/25/1997,12/23/1998,20990,84001
12/24/1996,12/24/1997,20380,84001
12/24/1995,12/23/1996,19790,84001
12/25/1994,12/24/1995,18320,84001
12/26/1993,12/24/1994,17450,84001
12/25/1992,12/25/1993,16940,84001
12/25/1991,12/24/1992,16450,84001
12/26/1990,12/25/1991,15670,84001
12/27/1989,12/25/1990,14920,84001
12/26/1988,12/26/1989,13560,84001
12/26/1987,12/25/1988,13170,84001
12/27/1986,12/26/1987,12540,84001
10/25/2013,  ,48500,83746
10/24/2012,10/24/2013,46190,83746
10/24/2011,10/23/2012,44840,83746
10/25/2010,10/24/2011,43530,83746
10/26/2009,10/24/2010,42260,83746
10/25/2008,10/25/2009,40250,83746
10/25/2007,10/24/2008,39080,83746
10/26/2006,10/25/2007,37940,83746
10/27/2005,10/25/2006,36830,83746
10/26/2004,10/26/2005,35760,83746
10/26/2003,10/25/2004,34720,83746
10/27/2002,10/26/2003,31560,83746
10/28/2001,10/26/2002,30640,83746
10/27/2000,10/27/2001,29180,83746
10/27/1999,10/26/2000,27790,83746
10/28/1998,10/27/1999,25730,83746
10/29/1997,10/27/1998,24980,83746
10/28/1996,10/28/1997,24250,83746
10/28/1995,10/27/1996,23540,83746
10/29/1994,10/28/1995,22420,83746
10/30/1993,10/28/1994,20380,83746
10/29/1992,10/29/1993,18870,83746
10/29/1991,10/28/1992,17970,83746
10/30/1990,10/29/1991,17450,83746
10/31/1989,10/29/1990,16940,83746
10/30/1988,10/30/1989,16450,83746
7/15/2013,  ,51040,83683
7/14/2012,7/14/2013,49550,83683
7/14/2011,7/13/2012,48110,83683
7/15/2010,7/14/2011,43740,83683
8/8/2013,  ,44720,83746
8/7/2012,8/7/2013,43420,83746
8/7/2011,8/6/2012,40200,83746
8/8/2010,8/7/2011,37220,83746
8/9/2009,8/7/2010,34460,83746
8/8/2008,8/8/2009,33460,83746
8/8/2007,8/7/2008,32490,83746
8/9/2006,8/8/2007,31540,83746
8/10/2005,8/8/2006,30620,83746
8/9/2004,8/9/2005,29160,83746
8/9/2003,8/8/2004,28310,83746
8/10/2002,8/9/2003,26960,83746
8/11/2001,8/9/2002,26170,83746
8/10/2000,8/10/2001,24920,83746
8/10/1999,8/9/2000,24190,83746
8/11/1998,8/10/1999,23040,83746
7/3/2013,  ,59400,84042
7/2/2012,7/2/2013,54000,84042
7/2/2011,7/1/2012,51430,84042
7/3/2010,7/2/2011,46750,84042
7/4/2009,7/2/2010,44520,84042
7/3/2008,7/3/2009,42400,84042
7/3/2007,7/2/2008,40380,84042
7/4/2006,7/3/2007,39200,84042
7/5/2005,7/3/2006,38060,84042
7/4/2004,7/4/2005,36950,84042
7/4/2003,7/3/2004,35870,84042
7/5/2002,7/4/2003,33210,84042
7/6/2001,7/4/2002,32240,84042
7/5/2000,7/5/2001,29850,84042
7/5/1999,7/4/2000,28430,84042
7/6/1998,7/5/1999,27080,84042
7/7/1997,7/5/1998,26290,84042
5/17/2013,  ,112000,83509
5/16/2012,5/16/2013,108740,83509
5/16/2011,5/15/2012,100690,83509
5/17/2010,5/16/2011,97760,83509
5/18/2009,5/16/2010,93100,83509
5/17/2008,5/17/2009,90390,83509
5/17/2007,5/16/2008,83690,83509
5/18/2006,5/17/2007,81250,83509
5/19/2005,5/17/2006,75230,83509
5/18/2004,5/18/2005,73040,83509
5/18/2003,5/17/2004,69560,83509
5/19/2002,5/18/2003,67530,83509
5/20/2001,5/18/2002,62530,83509
5/19/2000,5/19/2001,60710,83509
5/19/1999,5/18/2000,58940,83509
5/20/1998,5/19/1999,56130,83509
5/21/1997,5/19/1998,53460,83509
5/20/1996,5/20/1997,50910,83509
10/13/2012,10/13/2013,31800,84052
10/13/2011,10/12/2012,30290,84052
10/14/2010,10/13/2011,29410,84052
10/15/2009,10/13/2010,28010,84052
10/14/2008,10/14/2009,26680,84052
10/14/2007,10/13/2008,25410,84052
10/15/2006,10/14/2007,24200,84052
10/16/2005,10/14/2006,23500,84052
10/15/2004,10/15/2005,21760,84052
10/15/2003,10/14/2004,21130,84052
10/16/2002,10/15/2003,20120,84052
10/17/2001,10/15/2002,19160,84052
10/16/2000,10/16/2001,18250,84052
10/16/1999,10/15/2000,17380,84052
10/14/2013,  ,32750,84052
10/4/2013,  ,37750,84052
10/3/2012,10/3/2013,35950,84052
10/3/2011,10/2/2012,34900,84052
10/4/2010,10/3/2011,33880,84052
10/5/2009,10/3/2010,32890,84052
10/4/2008,10/4/2009,31930,84052
10/4/2007,10/3/2008,31000,84052
4/16/2013,  ,58200,83746
4/15/2012,4/15/2013,55430,83746
4/15/2011,4/14/2012,51320,83746
4/16/2010,4/15/2011,49830,83746
4/17/2009,4/15/2010,47460,83746
4/16/2008,4/16/2009,45200,83746
4/16/2007,4/15/2008,43880,83746
4/17/2006,4/16/2007,41790,83746
4/18/2005,4/16/2006,40570,83746
4/17/2004,4/17/2005,39390,83746
4/17/2003,4/16/2004,38240,83746
4/18/2002,4/17/2003,36420,83746
4/19/2001,4/17/2002,35360,83746
12/10/2013,  ,35100,84001
12/9/2012,12/9/2013,33430,84001
12/9/2011,12/8/2012,32460,84001
12/10/2010,12/9/2011,30910,84001
12/11/2009,12/9/2010,28620,84001
12/10/2008,12/10/2009,27790,84001
12/10/2007,12/9/2008,26980,84001
12/11/2006,12/10/2007,25700,84001
12/12/2005,12/10/2006,24950,84001
12/11/2004,12/11/2005,24220,84001
12/11/2003,12/10/2004,23510,84001
12/12/2002,12/11/2003,22390,84001
12/13/2001,12/11/2002,20350,84001
12/12/2000,12/12/2001,18840,84001
12/12/1999,12/11/2000,17940,84001
12/13/1998,12/12/1999,17420,84001
12/14/1997,12/12/1998,16910,84001
12/13/1996,12/13/1997,16420,84001
12/13/1995,12/12/1996,15640,84001
12/14/1994,12/13/1995,14900,84001
12/15/1993,12/13/1994,13550,84001
12/14/1992,12/14/1993,12900,84001
12/14/1991,12/13/1992,12290,84001
12/15/1990,12/14/1991,11930,84001
12/16/1989,12/14/1990,11580,84001
12/15/1988,12/15/1989,11240,84001
12/15/1987,12/14/1988,10910,84001
12/16/1986,12/15/1987,10390,84001
11/19/2013,  ,84640,83683
11/18/2012,11/18/2013,82170,83683
11/18/2011,11/17/2012,76080,83683
11/19/2010,11/18/2011,73860,83683
11/20/2009,11/18/2010,70340,83683
11/19/2008,11/19/2009,66990,83683
11/19/2007,11/18/2008,62030,83683
11/20/2006,11/19/2007,57440,83683
11/21/2005,11/19/2006,53190,83683
11/20/2004,11/20/2005,51640,83683
11/20/2003,11/19/2004,49180,83683
11/21/2002,11/20/2003,46840,83683
11/22/2001,11/20/2002,45480,83683
11/21/2000,11/21/2001,43310,83683
